,bot
374934,0
85103,0
398944,0
20026,0
381787,1
107713,1
200617,0
262176,1
24700,0
200531,1
197816,0
63222,0
160222,1
18313,0
280610,1
192309,1
341555,0
306737,0
30274,1
322845,1
23678,0
317313,1
95458,0
258110,1
255786,0
196999,0
166297,1
298677,0
20477,0
35921,1
74197,0
81170,0
356331,0
173658,0
160859,1
276596,1
9564,1
51285,0
92415,1
395950,1
53263,0
281372,0
137193,1
116542,0
183098,0
81922,1
132588,1
290202,1
151814,1
99202,1
389800,1
309606,0
93048,1
147659,0
342057,0
16614,1
74608,1
405959,0
26671,0
248056,0
383876,1
52954,1
383143,1
401678,1
98916,0
170356,1
197409,0
48850,0
309729,0
329439,0
132703,1
60318,1
390240,1
9853,0
164311,1
248486,0
11388,0
356080,1
323991,1
30637,0
243656,0
305987,1
9524,1
248329,0
337451,1
329701,0
75083,1
47897,0
328934,0
106906,1
320918,1
328785,0
169141,0
223985,1
123143,0
404741,1
363607,1
284927,1
48190,1
39700,1
227838,0
64247,0
205353,1
207806,0
198073,1
399829,1
236129,0
203400,1
170281,1
36720,1
198025,1
132058,1
341363,1
67605,0
17537,1
123642,1
196692,0
482,1
327815,0
224230,1
72409,0
160985,1
260284,0
78515,1
61857,1
390637,0
311135,1
283778,1
140892,0
75036,1
3467,1
56917,0
114165,1
57819,1
85895,1
80850,0
259213,0
393040,1
352725,1
329206,1
237874,0
339527,1
398911,0
330791,1
257755,1
72712,0
147963,1
37998,1
183610,0
337440,1
288245,0
29700,1
400302,0
176116,0
109888,1
261900,0
320824,0
314730,1
285702,1
313922,1
21414,1
262260,0
97942,1
37248,1
192679,0
240077,0
91578,1
256213,1
365119,1
299150,1
282487,1
307872,0
40583,1
14509,1
177453,1
268834,1
102868,1
70627,1
100296,0
8008,0
279406,1
148918,1
175690,1
274177,0
271007,0
287794,1
31310,0
63153,0
263781,1
254111,1
146211,0
211261,1
201491,1
345760,0
375756,0
49941,1
253877,0
389451,0
374071,0
247516,0
11166,1
48498,1
154339,0
396095,1
184536,1
277339,0
108348,1
109201,1
17953,1
212809,0
370779,1
164744,0
104375,0
320921,1
307440,1
304718,0
115702,1
316323,1
149815,1
60713,1
399465,1
297242,0
339459,0
119829,0
356948,0
166725,0
204435,0
267142,0
80543,0
71719,1
50284,1
190756,0
49302,1
325305,1
398669,0
170176,1
395617,1
230729,1
298887,0
96978,1
243987,0
27517,1
104738,1
172070,0
305169,1
370664,1
294845,0
118098,0
13183,1
166881,1
98393,0
399173,1
253868,0
17342,0
201359,1
371690,1
155693,1
244149,0
406128,0
358330,1
337590,1
58955,1
397234,0
400952,0
308639,1
138236,1
351601,0
155519,1
409157,0
63497,0
13930,0
28822,0
244009,1
297792,0
404242,0
31353,0
391245,0
396495,1
307445,1
160052,0
245261,1
264044,1
61338,1
214164,1
184136,0
77722,1
111119,1
3331,0
357754,0
249043,1
368429,0
27115,0
62626,1
295200,1
354796,1
323925,1
174465,0
131941,1
144887,1
1378,0
400840,0
356984,0
134247,0
272125,0
392039,0
219853,1
286507,1
336392,0
378039,0
172746,1
235172,0
322219,1
89471,0
389330,0
68124,0
9254,0
115022,1
185595,0
267372,0
70724,1
72975,0
308559,0
340799,1
144082,0
234307,0
99678,1
8128,0
166823,1
99879,0
362697,0
242658,1
291008,0
407767,1
383395,0
322473,1
393962,0
287464,1
154377,0
253159,1
261079,0
241613,0
257434,0
242726,1
204791,0
230371,0
91217,1
357718,0
368854,0
55819,0
277737,1
404480,0
89349,1
359654,1
407030,1
350097,0
65507,0
305603,1
49537,0
324623,1
409265,0
361170,0
56276,0
1435,0
193033,1
157849,1
22983,0
60787,1
155635,1
338134,1
295912,0
225546,0
365989,1
157567,1
277872,0
64118,1
204189,0
227046,1
49652,0
145559,0
389189,1
345652,1
409822,0
63488,0
162977,1
339826,0
118624,1
404498,0
174430,0
186544,0
285517,1
369137,1
311444,1
188459,1
210002,1
301260,1
67658,0
102893,1
61466,0
288169,1
237970,1
361018,0
299084,0
136733,1
288331,0
180991,0
388198,1
235022,0
236657,1
135929,0
385668,0
118565,0
67754,0
317418,0
306952,1
393251,0
375753,0
327795,1
266776,0
132774,1
245148,1
245841,0
356233,0
314210,1
278991,1
54022,0
387237,1
215956,0
155166,0
231806,0
74481,1
75619,0
96444,0
308477,1
256418,0
65917,1
33300,1
234197,1
266403,1
301483,1
364283,0
139871,1
349483,1
284804,1
314133,1
104361,0
98758,0
202471,1
277081,1
160950,1
359116,1
410579,0
320230,1
266769,0
284723,1
25178,0
131145,1
381242,1
244221,0
284906,1
239309,0
162613,0
308026,1
213954,1
129201,0
165609,1
83301,1
195134,1
313635,0
285638,0
177836,1
230547,1
211728,1
44810,1
152544,0
332279,0
390184,1
333210,1
374147,1
58541,1
7231,1
167898,1
161593,1
69018,0
225342,1
384975,1
317740,1
266090,0
20326,0
399445,1
341242,0
9492,1
110083,0
133221,0
70741,1
247521,0
73450,0
148843,0
105275,1
401963,1
407916,1
29217,0
194228,1
298717,1
320933,1
356925,0
233562,1
38315,0
401965,1
379132,1
28016,0
25536,0
377542,1
123805,0
175050,0
297632,1
121014,0
113509,1
321165,1
244952,1
194526,1
393804,0
381615,0
338686,0
311166,1
51116,0
308463,1
296145,1
293543,1
410812,0
217707,0
120257,0
334519,1
155922,0
158821,1
256281,1
45413,1
38262,0
96103,0
321579,0
278347,0
282039,0
41241,0
56613,1
49828,1
409204,0
297187,0
286764,1
213183,0
202572,1
52006,0
400484,1
301670,0
302760,1
12969,0
228324,0
98593,1
148478,1
356836,1
61791,1
51827,1
82427,1
335797,0
281017,1
86917,1
306297,0
178667,0
201374,1
160884,1
203362,0
397799,1
356366,0
134952,1
39633,0
126084,1
118937,1
282966,0
270832,0
222357,0
300819,1
221783,0
379897,0
102235,0
23984,0
117200,0
101069,0
62490,0
174891,0
120438,1
403221,0
164227,0
141207,1
53246,0
104895,0
180058,0
57774,0
269493,1
165458,0
7577,1
331968,0
317662,1
407020,1
102529,1
243413,1
164328,1
167606,0
59279,0
373372,0
118631,1
386237,0
372755,1
21531,0
47874,0
51812,1
263695,1
75367,0
218039,1
108483,1
343076,0
12537,0
184104,0
246446,1
218408,1
311140,1
140143,0
34959,1
274223,0
239820,1
397440,1
26206,1
55963,0
108220,0
185311,0
158887,1
226050,0
127307,0
41092,0
29375,0
70769,1
407668,1
368267,1
191859,0
186242,1
155611,1
27021,0
240764,1
376585,0
135786,0
344237,1
273812,0
83023,1
243215,0
394852,0
373612,0
390030,0
347185,0
72347,0
175313,0
7533,1
137024,0
13979,0
112302,1
322416,1
72400,0
390047,0
411168,0
375362,0
388276,0
3735,0
2701,1
314177,1
313665,0
208492,1
309035,1
5487,0
399210,1
80842,0
12949,0
399056,0
105394,0
66243,1
118236,1
381,1
356205,0
366438,1
98463,0
58131,1
251297,0
163627,1
321902,0
324086,0
93396,0
79488,0
391623,0
111787,1
56212,0
59262,0
85961,0
327869,0
155712,1
347678,0
17440,0
163377,0
121523,1
409761,1
378455,1
139658,0
197108,0
107369,1
335210,1
90167,1
222786,0
374787,1
315892,0
244392,0
265078,1
367435,0
262419,0
28478,1
145355,1
236486,0
394198,1
142495,1
200265,0
224313,1
217041,0
244267,0
378469,1
294872,0
378082,0
293214,1
74173,0
329390,1
246201,1
217459,0
270739,0
89924,1
311129,1
180395,0
23516,0
315849,0
316808,1
403171,0
325437,0
288702,0
367690,0
28321,1
226186,0
246010,1
311070,0
304145,0
118332,1
193560,0
46621,0
384052,0
346381,0
8078,0
125896,1
143648,0
102853,1
192464,1
158607,1
332018,0
232709,1
47495,1
84754,1
272434,0
55192,0
142483,1
233069,0
203257,1
359476,1
226322,1
46191,1
115774,1
207819,0
260813,0
232629,1
255312,0
94305,1
72987,0
288827,1
302088,1
219264,1
46825,1
324007,0
217209,1
30857,0
184998,1
146800,1
62110,1
255314,0
341303,1
125328,1
286448,1
251474,0
375373,0
182558,0
120938,0
3805,1
113734,0
248924,0
76495,0
330532,1
330357,0
136065,1
307248,0
373242,1
62644,1
150485,0
95218,1
246949,0
40584,1
60312,1
266189,1
133031,0
46940,1
57317,1
196518,1
103424,0
230088,0
408644,0
37413,0
319876,0
67635,0
116010,0
400238,0
378098,0
28456,1
111271,0
346968,1
148462,1
140873,0
168665,0
78647,0
270574,0
128863,1
226685,0
338314,1
104190,0
374451,1
274805,1
180327,0
313238,1
265181,0
373794,0
309636,0
268081,1
43641,1
374207,0
6161,1
141450,0
24418,1
298190,0
32595,0
5244,1
404543,0
361160,0
49488,1
225994,0
53530,1
88403,0
272046,0
115891,1
172975,1
41094,0
316658,0
403408,1
340902,1
119159,0
169442,0
333310,0
58316,1
181678,0
117060,0
52483,0
392145,1
154303,0
320705,1
76395,0
149850,1
323418,0
145186,1
350640,0
289481,1
207574,0
345884,0
118074,0
27431,1
161110,1
57391,1
347839,0
115444,0
331958,0
378682,1
52966,1
146838,1
220934,1
231910,1
320468,0
3035,0
267845,0
374845,0
65256,0
384248,0
170793,0
411937,0
183891,1
284310,1
192356,1
385672,0
313485,1
151864,1
11582,0
384016,0
98951,0
6388,0
264348,0
12509,0
411609,1
357135,1
366826,0
101710,0
304387,0
343091,0
401293,0
234587,0
77708,1
390415,0
253727,1
60349,1
161677,1
132135,1
184259,0
193302,0
82014,1
393808,0
165368,1
379216,0
95009,1
325723,0
36969,0
295168,0
390510,1
80071,1
272565,1
262372,1
311887,1
77216,1
328532,0
153634,0
42711,1
320595,0
155422,0
323388,0
330075,0
373565,1
331475,0
403518,1
215627,0
322890,1
135432,0
198533,0
300166,0
230920,1
333579,0
203511,1
214758,0
110569,0
168481,0
50644,1
289513,0
137461,1
157902,0
395971,1
362874,1
66812,1
379532,0
8151,0
231031,1
223702,1
53196,1
298460,0
43034,1
354256,0
398851,0
408984,0
217892,0
77891,0
119344,1
137984,0
230105,0
312667,0
13327,1
112348,1
355922,0
31054,0
182520,0
328420,1
38055,1
288840,1
373563,1
53191,1
70196,1
350160,1
13985,0
203408,1
93674,1
221186,1
276048,0
25701,1
196420,1
111794,1
308508,0
70001,1
207248,1
258111,1
80611,1
244424,0
326775,0
80630,1
76613,0
233651,0
54579,0
220026,0
385242,0
172421,0
105996,1
71351,1
91496,0
276246,0
334568,1
122629,1
327396,0
162148,1
19146,1
403341,0
91114,0
115517,0
118498,0
27668,0
226674,0
7835,1
398515,1
208938,1
102481,0
374500,0
235624,0
147890,1
292402,0
299769,1
102903,0
313543,0
261727,1
302488,0
216938,1
43084,1
25464,1
98610,0
14701,1
184212,0
33134,0
229561,0
365413,0
158253,0
392506,0
163535,0
409891,0
403626,0
47022,1
123285,0
230097,0
267383,0
91451,0
342338,0
392425,0
36549,1
233110,1
240138,0
2235,1
391643,0
70553,0
54805,1
238894,1
27879,0
295487,1
51123,0
51543,0
232625,1
170803,0
211201,1
373460,1
25132,0
244920,1
62287,0
281380,0
284375,1
219611,1
254282,1
56599,0
68233,0
255415,1
209147,0
382492,1
353494,1
29134,1
149170,0
263313,1
174166,1
339472,0
166973,1
28639,0
107505,1
227888,0
199121,1
395352,0
325886,0
281705,0
372415,1
163049,1
321008,1
372990,1
116745,1
274234,0
359674,1
208783,1
324541,0
316736,1
74835,0
277466,0
299122,1
196235,1
11845,0
52879,1
24884,0
254241,1
360351,1
179773,0
108568,0
2251,1
349361,0
125923,0
161297,1
53251,0
378059,0
6566,1
43316,1
239648,1
402832,1
194129,1
285308,1
232406,0
213661,1
69273,0
244069,1
93975,1
197203,0
108331,1
74508,0
270091,0
54405,1
335121,0
147894,1
386528,1
66593,1
257445,0
244056,1
246571,0
411199,0
151141,1
258249,1
196730,1
143768,1
151857,1
335856,1
27429,1
390923,0
259362,0
371010,0
255306,0
306573,0
139881,1
43313,1
242000,0
819,0
94319,1
65932,1
166083,0
316679,0
234676,1
353743,1
74321,0
354991,1
45974,1
175640,1
379034,1
204031,1
350113,1
188217,1
280792,0
343938,1
258198,1
379297,0
140976,0
387487,0
108729,0
290766,1
264659,1
174661,1
291516,1
71839,1
337799,1
339094,1
271211,1
244195,0
320469,0
74937,0
189185,0
224177,0
326369,1
248161,0
275399,1
183843,1
114052,0
175269,1
48467,1
232285,1
409679,1
240490,1
10688,1
197880,0
38008,1
173821,0
159250,1
385898,0
375578,1
79812,0
286114,1
15848,1
2154,0
65626,1
352793,1
392492,0
199245,1
373041,1
193526,0
37668,0
132598,1
18778,0
245678,0
29087,0
211529,1
400557,0
135423,0
164890,1
103310,1
153082,1
142597,0
166846,1
169895,1
155133,0
133262,0
232515,1
46263,0
165607,1
136503,0
314935,1
406156,0
255087,1
304528,1
367075,1
155406,0
300884,1
376524,0
299745,1
40701,0
277784,1
43818,0
350346,0
250932,0
287717,1
45250,0
203256,1
193000,1
59093,1
291380,0
336630,1
87307,0
199263,1
4186,1
220539,0
29625,1
75187,0
212984,0
367620,0
404481,0
149913,1
225213,0
207485,0
125303,1
88939,0
225845,1
5729,0
248996,0
25348,0
6619,1
25965,0
200971,0
259779,0
298531,1
98658,0
312245,0
137773,0
107191,0
81851,0
18746,0
390514,1
285316,1
27290,1
195930,1
249092,1
198172,1
274531,1
157668,1
277919,1
41875,0
245762,0
345379,1
56959,0
238161,0
110407,0
331342,0
385199,1
292991,1
67841,1
239674,1
7823,1
198052,1
337856,1
331148,0
123500,0
390172,1
57527,1
127739,1
251344,0
397362,0
166720,0
238101,0
232105,1
1829,1
164005,1
370124,1
97517,1
247936,0
372067,1
354303,0
141876,1
221660,1
240505,1
361781,0
56163,1
20134,1
220522,0
333937,0
356489,0
349238,1
350292,0
295984,0
82513,1
356430,0
372300,1
31441,1
19529,1
236386,1
149644,1
209413,0
222956,0
133244,0
245393,0
283966,1
110337,1
89862,0
1757,0
242097,0
262226,0
206573,1
25646,0
314172,1
361167,0
74849,0
106215,1
269011,1
343281,0
340743,1
36996,0
100415,1
304599,1
75092,1
66985,1
185960,1
370781,1
156330,0
375668,1
68828,0
82301,1
15241,1
310323,1
200902,0
177105,1
5921,1
356798,1
136311,1
280189,1
229193,0
237984,1
158231,0
185462,0
216320,0
234398,0
324725,0
117747,0
357708,0
15120,1
388379,0
379276,0
6267,1
226967,0
52499,0
385794,1
324209,1
328463,1
150272,0
315239,1
376483,1
326307,1
343779,1
228816,0
85234,1
135722,0
98850,1
162979,1
305153,1
329153,1
385016,1
174587,0
346495,0
354602,0
181040,0
146642,0
154431,0
358784,0
322872,1
118855,1
373688,0
137723,0
35226,0
400340,0
291811,0
